case;group;in_geraete_anzahl;in_geraete_kompetenz;in_minuten;in_adoption;ki_einstellung_arbeit;ki_einstellung_sozial;ki_einstellung_individuell;ki_einstellung_bildung;ki_einstellung_entscheidungen;ki_profit;ki_gehoert;ki_quelle_massenmedien;ki_quelle_internet;ki_quelle_arbeit;ki_quelle_privat;ki_beispiele;ki_anwendungen_bild;ki_anwendungen_video;ki_anwendungen_text;ki_anwendungen_musik;ki_anwendungen_uebersetzung;ki_anwendungen_transkription;ki_anwendungen_beschreibung;ki_anwendungen_vorlesen;ki_anwendungen_empfehlung;ki_anwendungen_konversation;ki_anwendungen_navigation;cg_kennen;cg_erinnern;cg_erinnern_wochen;cg_erinnern_quelle;cg_nutzen;cg_nutzen_wochen;cg_nutzen_allein;cg_nutzen_gezeigt;cg_nutzen_eindruck;cg_nutzen_privat;cg_nutzen_beruflich;cg_nutzen_aktivitaeten;cg_gesprochen_privat;cg_gesprochen_beruflich;cg_adoption_advantage_01;cg_adoption_advantage_02;cg_adoption_advantage_03;cg_adoption_advantage_04;cg_adoption_fearofuse_01;cg_adoption_fearofuse_02;cg_adoption_fearofuse_03;cg_adoption_fearofuse_04;cg_adoption_social_01;cg_adoption_social_02;cg_adoption_social_03;cg_adoption_social_04;cg_adoption_easeofuse_01;cg_adoption_easeofuse_02;cg_adoption_easeofuse_03;cg_adoption_easeofuse_04;cg_adoption_evaluation_01;cg_adoption_evaluation_02;cg_adoption_evaluation_03;cg_adoption_evaluation_04;sd_geschlecht;sd_geburtsjahr;sd_alter;sd_abschluss;sd_ausbildung;sd_ausbildung_keine;sd_ausbildung_lehre;sd_ausbildung_meisterin;sd_ausbildung_studium;sd_ausbildung_promotion;sd_bereich;sd_haushalt;q_anmerkungen;q_started;q_time;q_completed
1284;3 Nichtnutzung ChatGPT;3;2;30;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;1;3;4;3;sicher nicht profitieren;ja;3;3;5;5;Chatgpt;1;1;2;1;1;1;1;1;1;1;1;ja;nein;NA;NA;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1;-1;-1;-1;-1;5;5;5;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1972;51;(Fach-) Abitur;3;1;2;2;2;1;Handel, Finanzen, Verwaltung;2;Ich habe Angst davor, dass KI zukünftig unsere Lebensweise vorschreiben.;2023-04-28T10:35:19Z;375;TRUE
1285;1 Unkenntnis KI;4;1;120;Ich probiere neue Angebote eher schnell aus.;4;2;4;4;3;eher profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1997;26;(Fach-) Abitur;1;1;1;1;2;1;Handel, Finanzen, Verwaltung;2;NA;2023-04-28T10:35:42Z;96;TRUE
1286;2 Unkenntnis ChatGPT;5;1;360;Ich probiere neue Angebote eher schnell aus.;4;3;5;4;4;eher profitieren;ja;4;4;5;5;Amazon Alexa;2;1;2;1;3;1;1;2;1;4;1;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1988;35;(Fach-) Abitur;1;1;1;1;2;1;Verkehr, Logistik, Sicherheit;4;NA;2023-04-28T10:36:40Z;221;TRUE
1287;3 Nichtnutzung ChatGPT;4;4;120;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;5;5;5;5;3;sicher profitieren;ja;2;2;3;5;ChatGPT;2;2;2;1;4;3;3;3;2;3;3;ja;ja;8;aus Massenmedien (online oder offline);nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;5;-1;3;4;4;2;2;1;1;-1;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1997;26;(Fach-) Abitur;1;1;1;1;2;1;In einem anderen Bereich.;2;NA;2023-04-28T10:36:43Z;460;TRUE
1288;4 Nutzung ChatGPT;4;4;60;Ich probiere neue Angebote eher schnell aus.;4;2;3;4;3;eher profitieren;ja;1;3;4;4;Bilderkennung, chatGPT, RPA, generell Inzternet der Dinge;2;2;3;-1;4;3;1;3;3;3;4;ja;ja;8;aus Massenmedien (online oder offline);ja, aber erst später;6;allein;selbst ausprobiert;eher überzeugend;2;2;Stichpunktartige Inhalte in sinnvollen Kontext bringen. Dann manuell nachbessern.;2;1;4;3;4;4;4;3;2;3;3;2;2;2;5;5;5;5;5;5;5;4;männlich;1956;67;(Fach-) Abitur;1;1;1;1;2;1;In einem anderen Bereich.;2;-;2023-04-28T10:37:07Z;659;TRUE
1289;3 Nichtnutzung ChatGPT;3;1;60;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;2;1;1;4;5;eher nicht profitieren;ja;4;3;4;3;GPT,AI, DATA BOOT;2;2;2;1;2;2;1;3;1;2;3;ja;ja;10;aus Massenmedien (online oder offline);nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;4;4;3;5;4;5;5;1;1;3;3;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1954;69;(Fach-) Abitur;1;1;2;1;1;1;In einem anderen Bereich.;1;Das Thema ist wahnsinnig interessant- es wird die Welt verändern, aber Menschen einsamer machen;2023-04-28T10:40:13Z;527;TRUE
1290;4 Nutzung ChatGPT;2;2;240;Ich nutze neue Angebote erst, wenn ich nicht mehr anders kann.;3;2;2;2;2;eher nicht profitieren;ja;3;3;5;4;chat gpt;2;2;2;-9;4;2;2;2;2;2;4;ja;ja;4;aus Internetforen und Plattformen;ja, aber erst später;3;allein;selbst ausprobiert;eher enttäuschend;2;1;informationen sammeln;1;1;3;2;3;-1;4;4;4;4;1;1;1;1;3;3;3;3;2;-9;2;2;männlich;1959;64;10. Klasse;2;2;2;1;1;1;Verarbeitung, Produktion, Technik;1;ist nicht intelligent;2023-04-28T10:40:29Z;590;TRUE
1291;2 Unkenntnis ChatGPT;8;2;30;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;1;4;2;3;eher nicht profitieren;ja;3;4;5;5;keine angabe;1;1;1;1;3;1;1;1;1;3;1;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1987;36;(Fach-) Abitur;1;1;1;1;2;1;Soziales, Pflege, Medizin;5;NA;2023-04-28T10:43:37Z;182;TRUE
1293;4 Nutzung ChatGPT;3;3;180;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;3;1;2;2;eher nicht profitieren;ja;3;2;4;2;ChatGPT<br>Stable diffusion<br>Midjourney<br>Deepl;2;2;2;2;4;2;1;2;2;3;3;ja;ja;6;von Personen im privaten Umfeld;ja, aber erst später;4;privat mit anderen;von anderen gezeigt;unbestimmt;1;1;Einmal probiert, das war's. Spielerei;3;2;-1;2;2;-1;5;5;5;5;1;1;1;1;4;-1;-1;-1;3;-1;1;-1;männlich;1994;29;(Fach-) Abitur;1;1;2;1;1;1;In einem anderen Bereich.;2;Es muss endlich copyright geklärt werden UvD sich nicht mehr an geschützten Werken vergriffen werden;2023-04-28T10:47:21Z;472;TRUE
1295;3 Nichtnutzung ChatGPT;7;7;30;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;3;4;2;3;eher profitieren;ja;3;2;4;4;statworx;2;1;2;2;1;1;2;1;1;2;1;ja;ja;1;aus Massenmedien (online oder offline);nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1;3;2;3;3;3;2;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1962;61;10. Klasse;1;1;2;1;1;1;Handel, Finanzen, Verwaltung;2;Keine;2023-04-28T10:51:25Z;358;TRUE
1296;3 Nichtnutzung ChatGPT;3;3;60;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;3;2;3;4;4;eher nicht profitieren;ja;3;3;5;5;Chat GPT;2;2;2;2;2;2;1;2;3;3;3;ja;nein;NA;NA;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1;1;3;-1;2;-1;-1;5;1;1;2;1;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1989;34;(Fach-) Abitur;1;1;1;1;2;1;Hausarbeit;3;NA;2023-04-28T10:52:12Z;277;TRUE
1297;2 Unkenntnis ChatGPT;3;3;20;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;1;2;3;3;eher nicht profitieren;ja;4;5;5;4;Alexa;1;1;1;2;3;2;1;2;1;1;2;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1961;62;10. Klasse;2;1;2;2;1;1;In einem anderen Bereich.;2;NA;2023-04-28T10:53:01Z;271;TRUE
1298;1 Unkenntnis KI;5;5;90;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;5;3;3;4;4;eher profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1960;63;(Fach-) Abitur;1;1;2;1;1;1;IT, Informatik, EDV;2;NA;2023-04-28T10:53:21Z;169;TRUE
1299;4 Nutzung ChatGPT;4;4;5;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;3;3;3;3;3;eher profitieren;ja;4;4;4;4;keine konkreten;2;2;4;2;4;2;2;2;2;2;2;ja;ja;4;von Personen im privaten Umfeld;ja, aber erst später;4;allein;selbst ausprobiert;eher überzeugend;2;4;meine bachelor arbeit absätze inhaltlich und rhetorisch überprüfen lassen <br>mir bei formulierungen helfen lassen <br>;3;1;3;3;3;3;3;3;3;3;3;3;3;3;4;3;4;4;4;4;4;4;weiblich;1999;24;(Fach-) Abitur;1;1;1;1;2;1;Ich befinde mich noch in einer Ausbildung.;1;nein;2023-04-28T10:54:31Z;350;TRUE
1300;4 Nutzung ChatGPT;20;20;180;Ich probiere neue Angebote eher schnell aus.;4;3;3;3;4;eher profitieren;ja;4;3;3;4;chatgpt;2;2;3;2;4;2;2;2;2;2;4;ja;ja;20;aus Internetforen und Plattformen;ja, direkt nachdem ich davon gehört hatte;20;allein;selbst ausprobiert;eher überzeugend;2;3;-;2;3;3;1;3;1;2;4;4;1;2;1;1;1;5;4;5;3;3;4;3;3;männlich;1985;38;10. Klasse;1;1;2;1;1;1;IT, Informatik, EDV;2;-;2023-04-28T10:57:31Z;405;TRUE
1301;1 Unkenntnis KI;3;3;120;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;3;3;3;3;eher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1956;67;9. Klasse;1;1;2;1;1;1;Hausarbeit;2;NA;2023-04-28T10:57:44Z;132;TRUE
1303;1 Unkenntnis KI;3;3;100;Ich probiere neue Angebote eher schnell aus.;5;3;3;4;4;eher profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1954;69;(Fach-) Abitur;1;1;1;2;1;1;Soziales, Pflege, Medizin;1;Künstliche Intelligenz kann große Vorteile haben  sehe aber auch die Gefahr ,daß persönliche Daten missbraucht werden;2023-04-28T11:09:58Z;334;TRUE
1304;4 Nutzung ChatGPT;2;0;30;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;3;3;5;5;eher profitieren;ja;3;5;5;5;ChatBot GBT;-1;1;3;1;3;1;1;3;3;3;3;ja;ja;1;aus Massenmedien (online oder offline);ja, direkt nachdem ich davon gehört hatte;1;allein;von anderen gezeigt;eher überzeugend;2;1;Ihm religiöse Fragen stellen;2;1;3;1;4;4;2;-1;2;2;1;1;1;2;4;-1;4;5;4;5;4;3;weiblich;1978;45;10. Klasse;1;1;2;1;1;1;In einem anderen Bereich.;1;NA;2023-04-28T11:10:00Z;646;TRUE
1307;1 Unkenntnis KI;7;4;120;Ich nutze neue Angebote erst, wenn ich nicht mehr anders kann.;3;2;3;3;3;eher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1971;52;10. Klasse;1;2;1;1;1;1;Handel, Finanzen, Verwaltung;3;NA;2023-04-28T11:17:00Z;204;TRUE
1308;4 Nutzung ChatGPT;2;2;30;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;3;2;3;3;3;eher profitieren;ja;5;5;5;5;Chatgpt;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;ja;ja;10;aus Massenmedien (online oder offline);ja, aber erst später;1;allein;selbst ausprobiert;unbestimmt;1;1;Neugierig sein;1;1;-1;-1;-1;-1;5;5;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;-1;-1;-1;weiblich;1966;57;(Fach-) Abitur;2;1;2;2;1;1;In einem anderen Bereich.;1;NA;2023-04-28T11:18:18Z;236;TRUE
1309;1 Unkenntnis KI;2;0;120;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;4;4;4;3;eher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1975;48;(Fach-) Abitur;2;1;2;1;2;1;Gastronomie, Freizeit, Kultur;1;Ja;2023-04-28T11:19:18Z;118;TRUE
1310;1 Unkenntnis KI;4;4;600;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;2;4;2;2;eher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1970;53;10. Klasse;1;1;2;1;1;1;Handel, Finanzen, Verwaltung;2;NA;2023-04-28T11:20:25Z;90;TRUE
1311;4 Nutzung ChatGPT;3;3;60;Ich probiere neue Angebote sofort aus.;5;5;5;5;5;sicher profitieren;ja;4;4;4;4;NA;2;3;2;3;2;3;3;3;3;3;3;ja;ja;4;aus Massenmedien (online oder offline);ja, aber erst später;4;allein;selbst ausprobiert;[NA] nicht beantwortet;5;1;NA;2;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;männlich;1976;47;9. Klasse;1;1;2;1;1;1;Verarbeitung, Produktion, Technik;3;NA;2023-04-28T11:23:05Z;314;TRUE
1313;1 Unkenntnis KI;4;2;70;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;3;3;3;4;3;eher profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1977;46;(Fach-) Abitur;1;1;2;1;1;1;Schule, Bildung, Wissenschaft;1;NA;2023-04-28T11:27:42Z;228;TRUE
1314;1 Unkenntnis KI;4;2;60;Ich nutze neue Angebote erst, wenn ich nicht mehr anders kann.;3;1;2;4;1;eher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1958;65;10. Klasse;1;1;2;1;1;1;In einem anderen Bereich.;1;nein;2023-04-28T11:31:21Z;121;TRUE
1315;3 Nichtnutzung ChatGPT;3;3;5;Ich nutze neue Angebote erst, wenn ich nicht mehr anders kann.;1;1;1;1;1;sicher nicht profitieren;ja;2;2;5;5;ChatGPT;1;1;2;1;2;1;1;1;1;3;1;ja;nein;NA;NA;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1;-1;-1;-1;-1;-1;-1;3;1;-1;-1;-1;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1972;51;10. Klasse;2;1;2;2;1;1;In einem anderen Bereich.;1;NA;2023-04-28T11:34:27Z;449;TRUE
1317;1 Unkenntnis KI;3;3;20;Ich probiere neue Angebote eher schnell aus.;1;1;3;3;1;sicher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1987;36;(Fach-) Abitur;1;1;2;1;1;1;Verkehr, Logistik, Sicherheit;3;-;2023-04-28T11:37:01Z;100;TRUE
1319;1 Unkenntnis KI;2;2;120;Ich nutze neue Angebote erst, wenn ich nicht mehr anders kann.;5;5;5;5;5;sicher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1953;70;9. Klasse;1;1;2;1;1;1;In einem anderen Bereich.;1;0hne;2023-04-28T11:38:22Z;138;TRUE
1320;3 Nichtnutzung ChatGPT;4;4;90;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;5;2;3;4;4;eher profitieren;ja;5;2;5;3;"ChatGPT; Stable Diffusion;";2;2;2;1;4;3;1;2;3;3;4;ja;nein;NA;NA;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;2;3;-1;4;4;3;3;1;1;1;-1;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1996;27;(Fach-) Abitur;1;1;1;1;2;1;Ich befinde mich noch in einer Ausbildung.;2;NA;2023-04-28T11:39:43Z;251;TRUE
1321;1 Unkenntnis KI;2;0;50;Ich nutze neue Angebote erst, wenn ich nicht mehr anders kann.;3;3;3;3;3;sicher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1979;44;10. Klasse;1;1;2;1;1;1;In einem anderen Bereich.;1;Kenne ich nicht;2023-04-28T11:41:25Z;103;TRUE
1322;3 Nichtnutzung ChatGPT;4;2;90;Ich probiere neue Angebote eher schnell aus.;4;3;3;4;4;eher profitieren;ja;4;4;4;4;Chat gpt;2;2;2;2;2;2;2;2;2;2;2;ja;ja;NA;von Personen im Arbeitskontext;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;2;3;2;4;2;4;1;1;2;1;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1990;33;(Fach-) Abitur;3;1;2;2;2;1;IT, Informatik, EDV;2;NA;2023-04-28T11:41:53Z;178;TRUE
1323;1 Unkenntnis KI;3;3;200;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;3;3;3;2;eher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1960;63;10. Klasse;1;1;2;1;1;1;In einem anderen Bereich.;1;NA;2023-04-28T11:42:40Z;106;TRUE
1324;3 Nichtnutzung ChatGPT;3;1;15;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;2;4;3;4;eher profitieren;ja;3;3;4;5;NA;1;1;1;2;3;2;2;2;1;2;3;ja;nein;NA;NA;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1;-1;3;-1;3;-1;3;-1;-1;-1;2;-1;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1963;60;10. Klasse;1;1;2;1;1;1;In einem anderen Bereich.;2;NA;2023-04-28T11:44:17Z;406;TRUE
1325;3 Nichtnutzung ChatGPT;5;4;160;Ich probiere neue Angebote eher schnell aus.;4;2;3;4;3;eher profitieren;ja;2;3;2;3;NA;2;2;2;2;3;3;2;3;2;4;4;ja;ja;8;andere Quelle;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;4;3;2;4;4;3;3;3;2;4;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1995;28;(Fach-) Abitur;2;1;2;1;2;1;Ich befinde mich noch in einer Ausbildung.;4;NA;2023-04-28T11:45:16Z;278;TRUE
1326;1 Unkenntnis KI;2;2;120;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;3;3;4;3;eher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1966;57;10. Klasse;1;1;1;2;1;1;Handel, Finanzen, Verwaltung;1;bei nachschulische Ausbildung fehlt der staatlich geprüfter Techniker;2023-04-28T11:46:23Z;239;TRUE
1327;1 Unkenntnis KI;4;3;120;Ich probiere neue Angebote eher schnell aus.;4;1;3;2;3;eher profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1996;27;10. Klasse;1;1;2;1;1;1;In einem anderen Bereich.;2;Nein;2023-04-28T11:46:44Z;110;TRUE
1328;4 Nutzung ChatGPT;3;3;60;Ich probiere neue Angebote sofort aus.;5;5;5;5;5;sicher profitieren;ja;2;3;3;2;NA;2;2;2;3;3;3;3;3;3;3;3;ja;ja;4;aus Massenmedien (online oder offline);ja, direkt nachdem ich davon gehört hatte;4;privat mit anderen;selbst ausprobiert;eher überzeugend;5;2;NA;2;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;weiblich;1989;34;9. Klasse;1;2;1;1;1;1;In einem anderen Bereich.;3;NA;2023-04-28T11:49:42Z;268;TRUE
1329;1 Unkenntnis KI;2;1;60;Ich probiere neue Angebote eher schnell aus.;3;4;3;4;2;eher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1973;50;9. Klasse;1;1;2;1;1;1;In einem anderen Bereich.;3;Keine;2023-04-28T11:50:42Z;273;TRUE
1330;4 Nutzung ChatGPT;6;1;15;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;3;2;3;3;2;eher nicht profitieren;ja;4;3;4;5;Chap Gp ,Ki;-1;-1;3;-1;3;3;-1;2;2;-1;3;ja;ja;8;von Personen im privaten Umfeld;ja, aber erst später;7;allein;von anderen gezeigt;eher überzeugend;2;1;stellenbeschreibungen;3;1;4;-1;4;3;3;-1;-1;3;-1;-1;1;3;4;-1;4;4;4;4;4;3;weiblich;1982;41;10. Klasse;1;1;2;1;1;1;Soziales, Pflege, Medizin;4;bin gespannt wie es sich weiter entwickeln wird;2023-04-28T11:53:51Z;379;TRUE
1331;4 Nutzung ChatGPT;5;5;180;Ich probiere neue Angebote eher schnell aus.;2;2;2;4;3;eher profitieren;ja;4;2;3;3;Bilder generieren, chatgpt;3;2;3;2;3;3;2;2;3;3;3;ja;ja;5;aus Internetforen und Plattformen;ja, direkt nachdem ich davon gehört hatte;5;allein;selbst ausprobiert;[NA] nicht beantwortet;3;4;Texte erstellen;3;3;4;3;3;4;2;3;2;2;3;4;2;2;5;5;5;4;4;4;4;4;männlich;1982;41;(Fach-) Abitur;1;1;1;1;2;1;Handel, Finanzen, Verwaltung;4;NA;2023-04-28T11:54:36Z;508;TRUE
1333;3 Nichtnutzung ChatGPT;4;4;240;Ich probiere neue Angebote eher schnell aus.;4;2;2;2;4;eher profitieren;ja;1;3;2;2;Chat GPT;2;2;3;2;4;2;2;3;2;3;3;ja;ja;4;aus Massenmedien (online oder offline);nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;4;3;4;4;4;2;2;1;3;2;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1998;25;(Fach-) Abitur;1;1;1;1;2;1;In einem anderen Bereich.;2;NA;2023-04-28T12:01:05Z;231;TRUE
1334;2 Unkenntnis ChatGPT;2;2;180;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;3;3;3;3;3;eher nicht profitieren;ja;5;4;5;3;.,,..;1;1;1;1;3;1;-1;-1;-1;-1;-1;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1965;58;10. Klasse;1;1;1;2;1;1;Soziales, Pflege, Medizin;2;....;2023-04-28T12:02:20Z;237;TRUE
1335;4 Nutzung ChatGPT;3;0;60;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;2;3;4;4;eher nicht profitieren;ja;3;4;5;5;"""chat gpt""";1;1;2;1;4;2;1;2;2;2;3;ja;ja;20;aus Massenmedien (online oder offline);ja, aber erst später;8;allein;selbst ausprobiert;eher enttäuschend;2;1;müsste erstmal durchkommen, bisher war ChatGPT immer voll ausgelastet;1;1;3;1;3;3;3;1;3;3;1;1;1;1;-1;-1;-1;-1;-1;-1;-1;-1;männlich;1981;42;9. Klasse;1;1;2;1;1;1;Verkehr, Logistik, Sicherheit;1;NA;2023-04-28T12:05:04Z;478;TRUE
